name;id;calories;proteins;fat;carbohydrate;serat;kalsium;fosfor;zat_besi;natrium;kalium;tembaga;seng;vitamin_a;provitamin_a;total_karotenoid;vitamin_b1;vitamin_b2;vitamin_b3;vitamin_c;bdd;url_image;indeks_glikemik;referensi_ig;status_pencocokan_ig;klasifikasi_ig
Daun oyong segar;281;22;1;0.1;5.3;2;21;44;2;40;295.5;0.1;0.2;0;60;278.75;0.08;0.1;0.8;0;65;https://cdn.antaranews.com/cache/730x487/2018/07/daun-oyong.jpg;15;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Rendah
Daun Pakis;282;35;4;0.3;6.4;1.1;62;80;2;10;68;0.1;0.2;0;0;0;0.1;0.02;0.1;0;100;https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2022/11/11085513/Jarang-Diketahui-Ini-X-Manfaat-Sayur-Pakis-bagi-Kesehatan.jpg;15;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Rendah
Daun pakis longgiho segar;283;54;2.2;3.6;3.1;2.1;40;80;0.7;70;500;0.4;0.1;0;60;0;0.4;0.3;0.2;8;70;https://id-live-01.slatic.net/p/e5fc6e2239f19bbaad5350801bd5ec35.jpg;15;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Rendah
Daun pakis segar;284;39;4.5;0.4;6.9;2;136;159;2.3;20;201.9;0.2;0.3;0;60;278.75;0.02;0.1;0.5;3;70;https://images.tokopedia.net/img/cache/700/VqbcmM/2021/8/4/fc5f220f-8450-4e87-b3a6-6f9d1704ba02.jpg;15;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Rendah
Daun pakis wambateu segar;285;53;3.4;1.2;7.2;4.8;30;100;0.3;20;200;0.2;0.3;0;60;0;0.555;0.2;0.3;6;70;https://id-test-11.slatic.net/p/9448936aa018ceea1ad7c824279ab700.jpg;15;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Rendah
Daun paku segar;286;29;3.4;0.1;6.5;4.3;13;88;1.3;19;434;0.5;0.7;0;18;0;0.2;0.1;3.5;10;70;https://images.tokopedia.net/img/cache/700/VqbcmM/2021/8/4/fc5f220f-8450-4e87-b3a6-6f9d1704ba02.jpgg;15;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Rendah
Daun pangisegar;287;104;3.9;0.6;17.9;6.75;256;22;1.8;4;266;0.75;0.5;0;55;0;0.4;0.1;0.1;12.5;90;https://img-cdn.medkomtek.com/rXX054UODp71SG3R3ZbIyuVlswY=/0x0/smart/filters:quality(75):strip_icc():format(webp)/article/cWS8XiCC8wtp6UT-piKna/original/057796300_1575283178-Daun-Pangi-Obati-HIV-AIDS-Mitos-atau-Fakta-by-basabali.jpg;15;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Rendah
Daun pare segar;288;49;2.7;1;8.4;3;217;70;3.3;7;498;0.4;1.2;0;60;0;0.4;0.2;0.6;7;100;https://images.tokopedia.net/img/cache/700/VqbcmM/2021/11/14/84ab160b-18bb-4c17-815c-b86869bcd9a2.jpg;15;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Rendah
Daun pepaya segar;289;87;8;2;11.9;1.5;337.5;63;0.8;4;775;0.2;1.5;0;60;278.75;0.15;0.3;1.9;0;71;https://images.tokopedia.net/img/cache/700/VqbcmM/2021/9/14/4beb22b7-d9e8-4689-9bb1-4446366b1b07.jpg;55;"Hoerudin (2012); Atkinson et al. (2008)";partial→pepaya;Sedang
Daun Pete Cina;290;128;12;6.5;12.4;1.1;62;80;2;10;68;0.1;0.2;0;0;0;0.1;0.02;0.1;0;100;https://images.tokopedia.net/img/cache/500-square/VqbcmM/2020/10/20/4d5b4825-c15e-4361-a51f-9918e6fb5835.png;15;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Rendah
Daun Poh-pohan;291;37;2.5;0.8;6.9;1.1;62;80;2;10;68;0.1;0.2;0;0;0;0.1;0.02;0.1;0;100;https://cdns.klimg.com/merdeka.com/i/w/news/2020/11/09/1240320/content_images/670x335/20201109100132-1-daun-pohpohan-001-nurul-diva-kautsar.jpg;15;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Rendah
Daun salam  bubuk;292;301;14.2;10.9;49;6.75;86;250;8.2;180;619;0.75;0.7;0;60;0;0.1;0.3;3.5;0;100;https://nilaigizi.com/assets/images/produk/produk_1537345863.jpg;15;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Rendah
Daun selasih segar;293;62;4;0.5;10.5;5.3;122;16;8.2;3;259;0.4;0.7;0;60;0;0.5;0.1;0.2;12.5;53;https://asset-a.grid.id/crop/0x0:0x0/780x800/photo/bobofoto/original/20908_darimanakah-biji-selasih-berasal.jpg;15;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Rendah
Daun Semanggi;294;45;4.4;8;0.5;1.1;62;80;2;10;68;0.1;0.2;0;0;0;0.1;0.02;0.1;0;100;https://d39wptbp5at4nd.cloudfront.net/media/21696_original_Daun-Semanggi-768x576.jpg;15;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Rendah
Daun semanggi segar;295;45;4.4;0.5;8.5;1.9;98;90;7;64;520.7;0.5;0.3;0;60;278.75;0.01;0.3;0.7;6;90;https://images.tokopedia.net/img/cache/700/product-1/2016/6/6/7951466/7951466_2919c0d2-eeb8-404a-b52c-01d0a2a68662.jpg;15;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Rendah
Daun simpur segar;296;53;3.2;2.5;7.6;1.6;228;194;3.5;0;0;0;0;0;0;278.75;0.02;0;0;5;100;https://www.socfindoconservation.co.id/asset/plant/537-3-dillenia-suffruticosa-griff-ex-hook.jpg;15;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Rendah
Daun singkil segar;297;68;2;1;15.2;3.3;178;86;2.1;0;0;0;0;0;0;278.75;0.02;0;0;3;70;https://images.tokopedia.net/img/cache/700/VqbcmM/2020/7/8/a50ed9f6-7f6b-4a75-abd2-0d8b7aeb2f03.jpg;15;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Rendah
Daun Singkong;298;73;6.8;1.2;13;2;30;68;1.5;10;70;0.1;0.5;0;0;0;0.1;0.04;0.6;0;100;https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/k6oXuilGJwEixYI9s0ubT/original/043951600_1631871725-Berbagai_Manfaat_Daun_Singkong_untuk_Kesehatan_Anda.jpg;75;Atkinson et al. (2008);partial→singkong;Tinggi
Daun singkong ambon segar;299;144;12.7;1.2;25.2;6.75;165;54;3.9;44;62.2;0.2;2.5;0;60;278.75;0.21;0.3;3.5;0;87;https://images.tokopedia.net/img/cache/700/product-1/2019/8/23/314662615/314662615_6e886ccb-20d5-4a20-9d8b-0a5b4f874482_494_494.jpg;75;Atkinson et al. (2008);partial→singkong;Tinggi
Daun singkong ampenan segar;300;50;6.2;1.1;7.1;2.4;337.5;123;2.7;49;570;0.2;1.3;0;60;0;0.5;0.1;1.6;0;87;https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/1/12/3cf5787e-7ef3-4d2e-ac6b-28f9f8e2c872.jpg;75;Atkinson et al. (2008);partial→singkong;Tinggi
Daun singkong kopang segar;301;74;6.3;0.7;10.7;4.6;142;115;1.7;32;382;0.2;1.5;0;60;0;0.5;0.3;1.9;0;87;https://ds393qgzrxwzn.cloudfront.net/resize/m500x500/cat1/img/images/0/xmCLZX6vfY.jpg;75;Atkinson et al. (2008);partial→singkong;Tinggi
Daun Singkong lodeh;302;55;4;0.5;8.5;2;30;68;1.5;10;70;0.1;0.5;0;0;0;0.1;0.04;0.6;0;100;https://asset.kompas.com/crops/mxv9DRtBdiPbq6Lb9lPvPEn4Mtk=/0x0:1000x667/750x500/data/photo/2020/10/21/5f8f3ec62aee7.jpg;75;Atkinson et al. (2008);partial→singkong;Tinggi
Daun Singkong rebus;303;31;3.7;0.6;4.8;1.6;160;50;2.6;13;14;0.1;2;0;60;278.75;0.02;0.1;1.7;12.5;100;https://img-global.cpcdn.com/recipes/0aba29b97a7b109f/680x482cq70/daun-singkong-rebus-ala-rm-padang-foto-resep-utama.jpg;75;Atkinson et al. (2008);partial→singkong;Tinggi
Daun singkong segar;304;50;6.2;1.1;7.1;2.4;166;99;1.3;17;23.1;0.1;2;0;60;278.75;0.04;0.1;1.8;0;87;https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/3/14/5b176e26-9bf1-486e-ba6f-ec448cf01472.jpg;75;Atkinson et al. (2008);partial→singkong;Tinggi
Daun Sintrong;305;36;2.6;0.9;6.1;1.1;62;80;2;10;68;0.1;0.2;0;0;0;0.1;0.02;0.1;0;100;https://images.tokopedia.net/img/cache/700/VqbcmM/2020/12/21/69e76fb4-86ba-4508-91a3-29ba9070212e.jpg;15;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Rendah
Daun talas rebus;306;27;1.3;0.2;5.9;1.6;119;41;1.4;3;519.4;0.5;0.5;0;60;278.75;0;0.3;1.9;7;100;https://archive.netralnews.com/foto/2020/04/13/76-daun_talas_sangat_lezat_dibuat_masakan_buntil.jpg;55;Trinidad et al. (2010);partial→talas;Sedang
Daun talas segar;307;59;3;0.4;13.5;3;236;50;2.4;4;775;0.4;0.5;0;60;278.75;0.07;0.3;2;12.5;80;https://images.tokopedia.net/img/cache/700/product-1/2019/4/21/5808648/5808648_8744c29e-b9e5-475b-9c59-48324dc3e20e_348_348.jpg;55;Trinidad et al. (2010);partial→talas;Sedang
Daun Tales;308;71;4.1;2.1;12.3;1.1;62;80;2;10;68;0.1;0.2;0;0;0;0.1;0.02;0.1;0;100;https://fisipol.uma.ac.id/wp-content/uploads/2022/12/daun-talas.jpg;65;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Daun Tales rebus;309;27;1.3;0.2;5.9;1.1;62;80;2;10;68;0.1;0.2;0;0;0;0.1;0.02;0.1;0;100;https://cdn-2.tstatic.net/belitung/foto/bank/images/buntil-daun-talas.jpg;75;Atkinson et al. (2008);token(rebus)→singkong rebus;Tinggi
Daun tespong segar;310;70;2.9;0.3;13.9;2.3;155;65;2.5;72;0;0.15;0.9;0;60;278.75;0.05;0.3;1.4;12.5;60;https://images.tokopedia.net/img/cache/700/product-1/2020/6/11/batch-upload/batch-upload_c91521e8-a510-4026-8230-9be8e1313791.jpg;15;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Rendah
Daun Ubi Jalar;311;47;2.8;0.4;10.4;2;30;68;1.5;10;70;0.1;0.5;0;0;0;0.1;0.04;0.6;0;100;https://assets.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/jawapos/2022/11/daun-ubi-jalar.jpg;61;Atkinson et al. (2008);partial→ubi jalar;Sedang
Daun Ubi Jalar kukus;312;56;3.1;0.3;13;2;30;68;1.5;10;70;0.1;0.5;0;0;0;0.1;0.04;0.6;0;100;https://cdnimage2.caping.co.id/news/20220228/2a/1619199045A782A517.jpg_480A0A1A80.webp;61;Atkinson et al. (2008);partial→ubi jalar;Sedang
Daun ubi kuning segar;313;62;3.7;0.3;11.1;6.4;170;40;0.6;10;0;0.2;0.5;0;60;0;0.3;0.3;1.2;4;75;https://images.tokopedia.net/img/cache/700/hDjmkQ/2021/1/17/dd16436c-6a1f-4900-8c9e-1e7654adf66b.jpg;75;Atkinson et al. (2008);token(kuning)→labu kuning;Tinggi
Daun ubi merah kukus;314;56;3.1;0.3;13;1.5;78;52;4.3;28;472.8;0.1;0.4;0;60;278.75;0;0.2;1.1;12.5;100;https://cdn1-production-images-kly.akamaized.net/53ShO_wlxOo4hIuWjKZKBK2QLvQ=/469x260/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/2580229/original/025700500_1546586996-resep-tumis-daun-ubi-jalar.jpg;55;Atkinson et al. (2008);token(merah)→nasi merah;Sedang
Daun ubi merah segar;315;48;3;0.3;10.8;1.4;80;81;6.4;33;517.3;0;0.4;0;60;278.75;0.1;0.2;1.2;12.5;75;https://images.tokopedia.net/img/cache/700/VqbcmM/2022/3/8/938424e6-4195-4814-9f3a-dffa83482865.jpg;55;Atkinson et al. (2008);token(merah)→nasi merah;Sedang
Daun ubi putih segar;316;46;2.8;0.2;8.2;4.8;120;50;0.8;10;0;0.2;0.5;0;60;0;0.3;0.3;0.9;8;75;https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/2019/10/08/983732094.jpg;72;"Atkinson et al. (2008); Waspadji et al. (2003)";token(putih)→nasi putih;Tinggi
Daun ubi tinta segar;317;55;1.7;0.1;11.9;6.75;120;40;0.6;10;0;0.2;0.5;0;60;0;0.2;0;0;7;75;https://static.wixstatic.com/media/47a984_0de71c01a4e447fb86743743e8cd94b3.jpg/v1/fill/w_582,h_291,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/47a984_0de71c01a4e447fb86743743e8cd94b3.jpg;65;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Deblo ;318;260;2;15;53;1.1;62;80;2;10;68;0.1;0.2;0;0;0;0.1;0.02;0.1;0;100;https://img-global.cpcdn.com/recipes/613bae93e873b173/680x482cq70/deblo-foto-resep-utama.jpg;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Dendeng belut goreng;319;382;55.7;14.1;8;1.1;62;80;2;10;68;0.1;0.2;0;0;0;0.1;0.02;0.1;0;100;https://selerasa.com/wp-content/uploads/2015/11/images_dendeng-belut.JPG;76;Atkinson et al. (2008);token(goreng)→nasi goreng;Tinggi
Dendeng Daging Sapi;320;433;55;9;0;0;62;196.5;4;108;191.5;0.105;1.05;0;0;0;0.135;0.055;0.45;0;100;https://awsimages.detik.net.id/community/media/visual/2022/02/20/resep-dendeng-sapi-medan_43.jpeg?w=700&q=90;0;Atkinson et al. (2008) – tidak mengandung karbohidrat;partial→daging sapi;Tidak signifikan (non-karbohidrat)
Dendeng mujahir goreng;321;598;74.3;26.9;9.2;1.1;62;80;2;10;68;0.1;0.2;0;0;0;0.1;0.02;0.1;0;100;https://img-global.cpcdn.com/recipes/c49ebd05c391ae54/680x482cq70/dendeng-mujair-foto-resep-utama.jpg;76;Atkinson et al. (2008);token(goreng)→nasi goreng;Tinggi
Dideh darah ayam;322;77;13.8;1.9;0.7;0;62;196.5;4;108;191.5;0.105;1.05;0;0;0;0.135;0.055;0.45;0;100;https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEh9d4T1r7jHqSELzd2b3KBFeJlzKWtbaUIbOrsHTyKYSr_SJvpO2EijjASugjDKlv0-WhFvsRpcskdPJx95G3cpox3XJVzjTbDJQaISa_egWAzjYl3Cd8Zb0hXWGcIGj8KavQ37Uu6qRvTtob_G9TAIxgfhI4Xz2yKfM_PuI3PixHmXXHJySQ70I4e9dQ/s600/dideh.jpg;0;Atkinson et al. (2008) – tidak mengandung karbohidrat;partial→ayam;Tidak signifikan (non-karbohidrat)
Dideh darah sapi;323;104;21.9;1.1;0;0;62;196.5;4;108;191.5;0.105;1.05;0;0;0;0.135;0.055;0.45;0;100;https://cdns.diadona.id/diadona.id/resized/640x320/news/2020/09/29/23311/664xauto-banyak-digemari-kuliner-asal-indonesia-ini-ternyata-terbuat-dari-darah-hewan-200929c.jpg;31;Atkinson et al. (2008);token(sapi)→susu sapi;Rendah
Djibokum masakan;324;248;10;2.3;40.9;0.1;116;110;2.8;225;0;0;0;0;0;278.75;0.555;0;0;0;100;https://drive.google.com/file/d/1LZOGoU3M3XcPbU5_HaAZ26ybCTbiTXpT/view?usp=sharing;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Dodol;325;395;3;5.7;81.2;1.1;62;80;2;10;68;0.1;0.2;0;0;0;0.1;0.02;0.1;0;100;https://asset.kompas.com/crops/e3JycmGm1r9fr7krT-Kj-p7R3m0=/32x18:1000x664/750x500/data/photo/2023/03/03/64014f11134b7.jpeg;75;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Tinggi
Dodol bali;326;298;3.7;2.1;65.9;0.4;70;76;2.5;0;0;0;0;0;0;278.75;0.28;0;2.5;0;100;https://awsimages.detik.net.id/community/media/visual/2022/06/13/dodol-khas-bali-berbungkus-kulit-jagung-kering-buatan-perajin-dodol-di-desa-penglatan-kecamatan-buleleng-kabupaten-buleleng_169.jpeg?w=620;75;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Tinggi
Dodol banjarmasin;327;368;2.6;8.6;70;0.5;51;180;3.3;48;96;0.4;2.5;0;0;0;0.04;0.07;2.3;0;100;https://indonesiakaya.com/wp-content/uploads/2020/10/4__Sentra_pembuatan_dodol_Kandangan_berada_di_kabupaten_Hulu_Sungai_Selatan_kota_Banjarmasin_Kalimantan_Selatan_edit.jpg;75;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Tinggi
Dodol galamai;328;348;0.4;3.8;76.1;0.5;41;144;2.6;38;76;0.3;2.1;0;0;0;0.03;0.06;1.8;0;100;https://cdn.idntimes.com/content-images/community/2021/01/101186477-721573788678961-609266625911808050-n-0b2e3fe55c98e8dc089991ca6127b017-d50f4f0a2cefd2131bdbae4fd41bbbef.jpg;75;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Tinggi
Dodol kedondong;329;331;1.9;7.6;63.8;1;90;55;2.3;0;0;0;0;0;0;278.75;0.11;0;0.8;5;100;https://smansabangko.sch.id/storage/smansabangko.sch.id/editor/irouKFVLfBSxITWbSup2WiqvqfbWRybMTVnpJgr8.jpg;45;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Rendah
Dodol manado;330;373;4.3;16.5;51.9;0.4;41;142;2.4;35;72;0.3;2.1;0;0;0;0.04;0.06;2.1;0;100;https://cdn-2.tstatic.net/manado/foto/bank/images/dodol-amurang_khas-manado.jpg;75;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Tinggi
Dodonkol ;331;17.5;3.3;2.3;39.5;1.45;47;64.5;1.15;30;118.65;0.1;0.3;0;23;0;0.1;0.065;0.1;5;100;https://www.piknikdong.com/wp-content/uploads/2022/06/Resep-Awug-Sederhana.jpg;10;Atkinson et al. (2008);partial→kol;Rendah
Domba daging gemuk segar;332;317;15.7;27.7;0;0;9;157;2.4;64;242.1;0.11;2.5;0;0;0;0.14;0.23;3.5;0;100;https://png.pngtree.com/png-vector/20210913/ourlarge/pngtree-fresh-lamb-ingredients-png-image_3922032.jpg;0;Atkinson et al. (2008) – tidak mengandung karbohidrat;token(daging)→daging sapi;Tidak signifikan (non-karbohidrat)
Domba daging kurus  segar;333;202;17.1;14.8;0;0;10;191;2.6;90;355;0.08;2.5;0;0;0;0.15;0.26;3.5;0;100;https://images.tokopedia.net/img/cache/700/VqbcmM/2020/11/2/63145b70-ef97-4649-af84-9b14cdc13519.jpg;0;Atkinson et al. (2008) – tidak mengandung karbohidrat;token(daging)→daging sapi;Tidak signifikan (non-karbohidrat)
Domba ginjal segar;334;100;16.6;3.3;1;0;13;237;8.2;155;276;0.48;2.4;0;60;0;0.51;0.3;3.5;12.5;100;https://media.istockphoto.com/id/1457294473/id/foto/ginjal-domba-segar-mentah-di-atas-talenan.jpg?s=612x612&w=0&k=20&c=coamiTuIqCOb7QJ-3vJkyY6CWF7hjKA75JGFQmQFCDw=;0;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Tidak signifikan (non-karbohidrat)
Duku;335;63;1;0.2;16.1;1.1;62;80;2;10;68;0.1;0.2;0;0;0;0.1;0.02;0.1;0;100;https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Duku_Lansium_domesticum_Ripe.jpg/1200px-Duku_Lansium_domesticum_Ripe.jpg;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Durian;336;134;2.5;3;28;1.1;62;80;2;10;68;0.1;0.2;0;0;0;0.1;0.02;0.1;0;100;https://asset-a.grid.id/crop/0x0:0x0/x/photo/2023/01/20/alasan-mengapa-buah-durian-diseb-20230120035049.jpg;50;Waspadji et al. (2003);exact;Rendah
Duwet segar;337;80;0.5;0.6;18.2;0.9;33;138;1.3;16;92.7;0.75;0.3;0;60;0;0.02;0.01;2.5;0;67;https://t-2.tstatic.net/jogja/foto/bank/images/duwet-atau-jamblang_20181006_142430.jpg;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Eceng Gondok;338;18;1;0.2;3.8;1.1;62;80;2;10;68;0.1;0.2;0;0;0;0.1;0.02;0.1;0;100;https://unair.ac.id/wp-content/uploads/2022/11/Foto-by-detikFood.jpeg;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Embacang;339;98;1.4;0.2;25.4;1.1;62;80;2;10;68;0.1;0.2;0;0;0;0.1;0.02;0.1;0;100;https://s0.bukalapak.com/img/037360101/large/144135_2embacang.jpg;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Empal (daging) Goreng masakan;340;248;36.2;6.9;10.1;0;131;235;6.4;225;0;0;0;0;0;278.75;0.55;0;0;0;100;https://cdn-2.tstatic.net/batam/foto/bank/images/resep-empal.jpg;76;Atkinson et al. (2008);token(goreng)→nasi goreng;Tinggi
Empal Goreng;341;590;18.5;57;0;1.1;62;80;2;10;68;0.1;0.2;0;0;0;0.1;0.02;0.1;0;100;https://ikafood.com/wp-content/uploads/2020/09/Empal-Gepuk.jpg;76;Atkinson et al. (2008);token(goreng)→nasi goreng;Tinggi
Emping (kerupuk melinjo);342;345;12;1.5;71.5;0;100;400;5;0;0;0;0;0;0;0;0.2;0;0;0;100;https://cdns.klimg.com/merdeka.com/i/w/news/2020/09/24/1224077/540x270/cara-membuat-emping-melinjo-yang-gurih-dan-renyah-mudah-dipraktikkan.jpg;87;Waspadji et al. (2003);partial→kerupuk;Tinggi
Emping beras;343;403;10.6;2.2;85.3;0.2;11;240;0.3;1;113;0.3;2.4;0;0;0;0;0.16;0;0;100;https://id-test-11.slatic.net/p/8d475dd96749024eb4626810ea458829.jpg;72;"Atkinson et al. (2008); Indrasari et al. (2008)";token(beras)→beras putih;Tinggi
Emping komak;344;355;17.8;4.6;60.7;0;87;304;4.3;24;775;0.75;2.3;0;0;0;0;0;0.6;0;100;https://s2.bukalapak.com/img/762986024/large/Cemilan__Emping_Komak_Lombok_.jpg;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Encung asam segar;345;122;3.5;4.5;17.5;6.75;63;69;3.2;0;0;0;0;0;0;278.75;0.02;0;0;0;98;https://agretail.id/uploads/news/news_20200728174010_846.jpeg;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Enting-enting gepuk hello kity;346;538;13.6;30.3;52.6;0.2;81;248;1.6;0;0;0;0;0;0;202;0.555;0;0;0;100;https://lzd-img-global.slatic.net/g/p/46ae93d66169830341e0450a39d663b5.jpg_720x720q80.jpg_.webp;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Enting-enting gepuk kacang tanah;347;524;13.3;29.2;52;0.2;76;248;1.4;0;0;0;0;0;0;272;0.555;0;0;0;100;https://eventkampus.com/data/artikel/2/enting-enting-khas-salatiga-asal-usul-dan-kandungan-nutrisi-dalam-enting-enting.jpeg;14;Atkinson et al. (2008);partial→kacang tanah;Rendah
Enting-enting wijen;348;565;18.2;38.4;36.8;1.9;251;440;8.2;0;0;0;0;0;0;240;0.555;0;0;0;100;https://img-global.cpcdn.com/recipes/fb33825abf7ebb72/680x482cq70/enting-enting-kacang-wijen-foto-resep-utama.jpg;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Erbis;349;70;0.6;0;18.9;1.1;62;80;2;10;68;0.1;0.2;0;0;0;0.1;0.02;0.1;0;100;https://media.suara.com/pictures/653x366/2022/07/10/74690-ilustrasi-erbis.jpg;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Es krim;350;210;4;12.5;20.6;0;123;99;0.1;78;193.4;0;0.7;0;0;0;0.04;0.23;0.1;1;100;https://cdn0-production-images-kly.akamaized.net/HfkjSnesMVgDaS0dVGBUFFN6sZw=/1200x1200/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/2769420/original/063670200_1554367843-birthday-break-caramel-461430.jpg;62;Atkinson et al. (2008);exact;Sedang
Es Krim (Coconut milk) ;351;156.7;3;1.7;32.7;1.1;62;80;2;10;68;0.1;0.2;0;0;0;0.1;0.02;0.1;0;100;https://cdn.nutritioninthekitch.com/wp-content/uploads/2022/03/Coconut-ice-cream-5-800x1184.jpg;62;Atkinson et al. (2008);partial→es krim;Sedang
Es Mambo ;352;152;0;0;37.6;1.1;62;80;2;10;68;0.1;0.2;0;0;0;0.1;0.02;0.1;0;100;https://www.masakapahariini.com/wp-content/uploads/2020/06/es-mambo.jpg;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Es Sirup ;353;44.8;0;0;11.3;0.3;50;85;2.5;0;0;0;0;0;0;0;0.2;0;0;0;100;https://cdn.yummy.co.id/content-images/images/20220619/xfaVB26SMb4zm5RAt72MsKdSiArIkWyc-31363535363231363533d41d8cd98f00b204e9800998ecf8427e.jpg?x-oss-process=image/resize,w_388,h_388,m_fixed,x-oss-process=image/format,webp;63;Atkinson et al. (2008);partial→sirup;Sedang
Fillet o-fish;354;270;12.3;15.9;19.3;0.2;239;272;1.8;225;0;0;0;0;0;278.75;0.555;0;0;0;100;https://www.recipetineats.com/wp-content/uploads/2018/08/Homemade-Filet-O-Fish_3.jpg;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Gadeng/Gadung kering;355;322;2.4;0.6;76.6;0;39;22;2.2;5;2;0.5;0.2;0;0;0;0.45;0.02;1;0;100;https://cf.shopee.co.id/file/4bd71bb1fd0ed9886cc4dd7af0f7b436;65;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Gado-gado;356;137;6.1;3.2;21;1.1;301;135;7.5;0;0;0;0;0;0;278.75;0.1;0;0;1;100;https://img.kurio.network/rlKzeW_1_iLZ-JMm9fFHX-rGdIE=/1200x1200/filters:quality(80)/https://kurio-img.kurioapps.com/22/06/22/53264347-b7ba-4257-852d-04e3d1b4e4e5.jpe;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Gadung kukus;357;88;0.8;0.3;20.9;1.1;62;80;2;10;68;0.1;0.2;0;0;0;0.1;0.02;0.1;0;100;https://img-global.cpcdn.com/recipes/51c229856c44e39a/680x482cq70/gadung-kukus-foto-resep-utama.jpg;65;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Gadung mentah;358;101;2.1;0.2;23.2;1.1;62;80;2;10;68;0.1;0.2;0;0;0;0.1;0.02;0.1;0;100;https://jernih.co/wp-content/uploads/gadung-1.jpg;65;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Gadung ubi kukus;359;88;0.6;0.3;20.9;0.9;26;47;0.4;6;584;0.2;0.2;0;0;0;0.03;0;0.4;0;100;https://img-global.cpcdn.com/recipes/51c229856c44e39a/1200x630cq70/photo.jpg;65;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Gadung ubi segar;360;100;0.9;0.3;23.5;2.1;79;66;0.9;8;687.2;0.2;0.2;0;0;0;0.23;0;0.5;2;85;https://images.tokopedia.net/img/cache/500-square/product-1/2019/5/8/6003009/6003009_42d1e66b-cf0c-44b1-bf85-82709633f561.png;65;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
